"Subject" "Activity" "TimeBodyAccelerometerMeanX" "TimeBodyAccelerometerMeanY" "TimeBodyAccelerometerMeanZ" "TimeBodyAccelerometerStdX" "TimeBodyAccelerometerStdY" "TimeBodyAccelerometerStdZ" "TimeGravityAccelerometerMeanX" "TimeGravityAccelerometerMeanY" "TimeGravityAccelerometerMeanZ" "TimeGravityAccelerometerStdX" "TimeGravityAccelerometerStdY" "TimeGravityAccelerometerStdZ" "TimeBodyAccelerometerJerkMeanX" "TimeBodyAccelerometerJerkMeanY" "TimeBodyAccelerometerJerkMeanZ" "TimeBodyAccelerometerJerkStdX" "TimeBodyAccelerometerJerkStdY" "TimeBodyAccelerometerJerkStdZ" "TimeBodyGyroscopeMeanX" "TimeBodyGyroscopeMeanY" "TimeBodyGyroscopeMeanZ" "TimeBodyGyroscopeStdX" "TimeBodyGyroscopeStdY" "TimeBodyGyroscopeStdZ" "TimeBodyGyroscopeJerkMeanX" "TimeBodyGyroscopeJerkMeanY" "TimeBodyGyroscopeJerkMeanZ" "TimeBodyGyroscopeJerkStdX" "TimeBodyGyroscopeJerkStdY" "TimeBodyGyroscopeJerkStdZ" "TimeBodyAccelerometerMagnitudeMean" "TimeBodyAccelerometerMagnitudeStd" "TimeGravityAccelerometerMagnitudeMean" "TimeGravityAccelerometerMagnitudeStd" "TimeBodyAccelerometerJerkMagnitudeMean" "TimeBodyAccelerometerJerkMagnitudeStd" "TimeBodyGyroscopeMagnitudeMean" "TimeBodyGyroscopeMagnitudeStd" "TimeBodyGyroscopeJerkMagnitudeMean" "TimeBodyGyroscopeJerkMagnitudeStd" "FrequencyBodyAccelerometerMeanX" "FrequencyBodyAccelerometerMeanY" "FrequencyBodyAccelerometerMeanZ" "FrequencyBodyAccelerometerStdX" "FrequencyBodyAccelerometerStdY" "FrequencyBodyAccelerometerStdZ" "FrequencyBodyAccelerometerJerkMeanX" "FrequencyBodyAccelerometerJerkMeanY" "FrequencyBodyAccelerometerJerkMeanZ" "FrequencyBodyAccelerometerJerkStdX" "FrequencyBodyAccelerometerJerkStdY" "FrequencyBodyAccelerometerJerkStdZ" "FrequencyBodyGyroscopeMeanX" "FrequencyBodyGyroscopeMeanY" "FrequencyBodyGyroscopeMeanZ" "FrequencyBodyGyroscopeStdX" "FrequencyBodyGyroscopeStdY" "FrequencyBodyGyroscopeStdZ" "FrequencyBodyAccelerometerMagnitudeMean" "FrequencyBodyAccelerometerMagnitudeStd" "FrequencyBodyAccelerometerJerkMagnitudeMean" "FrequencyBodyAccelerometerJerkMagnitudeStd" "FrequencyBodyGyroscopeMagnitudeMean" "FrequencyBodyGyroscopeMagnitudeStd" "FrequencyBodyGyroscopeJerkMagnitudeMean" "FrequencyBodyGyroscopeJerkMagnitudeStd"
1 "LAYING" 0.22159824394 -0.0405139534294 -0.11320355358 -0.9280564692 -0.83682740562 -0.826061401628 -0.9390990524 -0.86706520518 -0.8826668762 -0.9244374346 -0.8336255561 -0.81289155944 -0.87720402952 -0.82321252682 -0.372230682194 -0.49116701316 -0.40198004578 0.042987845004 0.6091290172 -0.6245765304 0.6401484404 -0.385390085586 0.350315681568 -0.355578328832 0.34540727057 0.14295898018 -0.025026424548 0.01432692524 0.1275149057 -0.04245357008 0.252542752996 0.04403706094 -0.9972689102 -0.995801348 0.167292818432 0.142028297686 -0.8419291525 -0.934348739 -0.82331978158 -0.31317500346 0.231441857202 -0.145789216128 -0.111611025988 -0.0789909273 -0.83451699672 -0.82981881602 -0.9263861344 -0.9917552558 -0.9708888942 -0.9704583196 -0.9318354596 -0.982341172 -0.9795454404 -0.990634675 -0.9985318804 -0.998562813 -0.9968051176 -0.9914363688 -0.9922057156 -0.9938101448 -0.9344150018 -0.64360690412 -0.8355555564 0.26639115416 -0.0843388238 -0.391530370084
1 "SITTING" 0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.977229008297872 -0.922618641914894 -0.93958629106383 -0.979641238723404 -0.944084550425532 -0.959184889148936 -0.976412313191489 -0.917275006382979 -0.934469558085106 -0.932031700638298 -0.942854698510638 -0.594065364617021 -0.39939032487234 -0.521304053 0.152455853085106 0.542945451276596 -0.555471943829787 0.568020149361702 -0.461273986389362 0.414006838514894 -0.401079185042553 0.322594112042553 0.179926166510638 0.0472096716634043 0.0320176611553191 0.217507940023404 -0.191779398687234 0.152511136276596 -0.233370428585106 -0.999625362340426 -0.999425890851064 0.189731728453192 0.225931493851064 -0.948536786170213 -0.989160301702128 -0.93794484106383 -0.565797892148936 0.249208408957447 -0.234367221914894 -0.030831794193617 -0.0603137314042553 -0.923507247021277 -0.952083671702128 -0.983731120425532 -0.99848763 -0.99627788212766 -0.992860439148936 -0.984926067446809 -0.997882564042553 -0.997747228723404 -0.999480897021277 -0.999765958510638 -0.999780034680851 -0.999706408723404 -0.999493716595745 -0.997666985106383 -0.997361971276596 -0.978186918510638 -0.836380754702128 -0.816953732297872 0.351852201957447 -0.00775797617659574 -0.284454150412766
1 "STANDING" 0.278917629056604 -0.0161375901037736 -0.110601817735849 -0.995759901509434 -0.973190056415094 -0.979775876981132 -0.995249932641509 -0.977070847735849 -0.985297098679245 -0.99602834509434 -0.972293102075472 -0.977937259622642 -0.973516449056604 -0.978599930377358 -0.653732516603774 -0.562677675679245 -0.589450454150943 0.297424408301887 0.404326137754717 -0.425421403641509 0.446657694849057 -0.393991998803774 0.35069500654717 -0.346655733150943 0.424010856849057 0.223580652496226 0.0548480765660377 0.107303270526415 0.210956762773585 -0.0829516195943396 -0.00512713848867925 -0.459897160490566 -0.999967483207547 -0.999898705471698 0.0427901228924528 0.153229770249057 -0.984278207358491 -0.999335685849057 -0.981145026981132 -0.663020115056604 0.334120370207547 -0.256406759698113 -0.0549539895716981 -0.128163099171698 -0.975841133584906 -0.982624988867924 -0.99864807 -0.999709533207547 -0.999387366415094 -0.999384201698113 -0.998726856603774 -0.99961614245283 -0.999812813773585 -0.999784658490566 -0.99983659754717 -0.999846971698113 -0.999810206415094 -0.999669582830189 -0.999466045849057 -0.999491813962264 -0.989955354716981 -0.915000873207547 -0.878406707924528 0.422220102264151 -0.201169444064151 -0.514425437716981
1 "WALKING" 0.277330758736842 -0.0173838185273684 -0.111148103547368 -0.283740258842105 0.114461336747368 -0.260027902210526 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.319134719578947 0.056040006846 -0.279686751494737 -0.299358486210526 -0.252466470458947 0.358565592315789 0.437234196526316 0.0423675045611579 -0.334959369631579 0.382823886736842 -0.464401395684211 0.542635273052632 0.0308226031347368 0.0225500006989474 -0.147268381928421 0.435465625894737 -0.0837098015284211 0.186101452 0.149407760485263 -0.0383923339084211 -0.191309860546316 -0.0630329306810526 0.107702366137895 -0.752462247052632 -0.818135299052632 0.336007482421053 0.0691703283536842 -0.136971176556842 -0.605934050105263 -0.376765848 0.831332321368421 0.0947507873115789 -0.104514120337895 -0.224934141304316 0.204177664192316 -0.0623623725688421 -0.350675312526316 -0.400159856631579 -0.525604361789474 -0.645503002831579 -0.730758992105263 -0.377708352210526 -0.714651011473684 -0.873926609473684 -0.880924993578947 -0.823588732421053 -0.918113861578947 -0.952346615578947 -0.887118381157895 -0.893549387789474 -0.941506463052632 -0.415434705263158 0.544165924947368 -0.890726813052632 0.0938221807027368 -0.246856514532632 -0.540829011921053
1 "WALKING_DOWNSTAIRS" 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.0300353383483878 -0.0319359434489796 -0.230434213204082 0.0382291831510204 0.00154990783591837 -0.225574471693878 0.0243308391387755 -0.112963739953061 -0.297927894693878 -0.398996825510204 -0.205787239326531 0.236703360632653 0.37616076122449 0.169733414920408 -0.394878584122449 0.630488241836735 -0.688477935510204 0.745318365102041 -0.210337386122449 0.230730429918367 -0.306573348142449 0.318611769938775 0.0834324691020408 0.281174562510204 0.158947910755102 0.189908398910204 -0.260082935612245 -0.191032660469388 -0.280042328004082 -0.699535150204082 -0.725192027346939 0.291522625081633 0.155235783612245 0.0271882914106122 -0.421681206734694 -0.250497038693878 0.867183418571429 -0.0341593266346939 -0.0516454315816327 -0.0168914737530612 0.110971354244898 -0.15534898355102 -0.264113724530612 -0.548012794081633 -0.58529347244898 -0.698458958979592 -0.822258023061225 -0.525328452857143 -0.708631138571429 -0.904590787142857 -0.804814413265306 -0.731929964489796 -0.811151292040816 -0.880903908979592 -0.764690779591837 -0.871072132244898 -0.929145784285714 -0.14574829822449 0.652818079591837 -0.893747971836735 0.0764915474326531 -0.493999491571429 -0.771541462040816
1 "WALKING_UPSTAIRS" 0.255461689622641 -0.0239531492643396 -0.0973020020943396 -0.35470802509434 -0.00232026501698113 -0.0194792388471698 -0.404321784150943 -0.190976720811321 -0.433349702075472 -0.337428188679245 0.0217695106566038 0.0859565543849057 -0.192069977651132 0.0721915195018868 0.431169538301887 0.327277994150943 -0.00647454334471698 -0.524400431509434 0.686782270754717 -0.729133136981132 0.770799058113208 -0.496928408830189 0.520389702660377 -0.578771466603774 0.145033122024528 -0.407984560188679 0.0474256507528302 -0.0627210390754717 -0.305264220962264 -0.311294003566038 -0.364162675924528 0.00374637040566038 -0.918359249245283 -0.919454164528302 0.280431049773585 0.13572778730566 -0.129927630735849 -0.620095566226415 -0.452396604339623 0.803649543207547 -0.0951167271358491 0.262006846490566 -0.316997064283019 0.022801332645283 -0.0405582347754717 -0.319139034830189 -0.464753602264151 -0.854581878113208 -0.861349924339623 -0.892454732075472 -0.489402269622641 -0.885373772075472 -0.808402385660377 -0.952159069245283 -0.957699994716981 -0.982676504150943 -0.985324984716981 -0.963654342641509 -0.959389353018868 -0.979662087169811 -0.49134479 0.408554099622641 -0.887391430943396 0.085352409154717 -0.160914224732075 -0.496216834792453
2 "LAYING" 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.974059464791667 -0.98027739875 -0.984233296875 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.973246482083333 -0.981025105625 -0.984792185 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2 "SITTING" 0.27708735173913 -0.0156879937282609 -0.109218272456522 -0.986822279565217 -0.950704499130435 -0.95982817173913 -0.985803840652174 -0.957343498478261 -0.970162172608696 -0.98736209 -0.950073754130435 -0.956862864130435 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2 "STANDING" 0.277911472222222 -0.0184208270166667 -0.105908536055556 -0.987271889259259 -0.957304989259259 -0.949741851296296 -0.983946739814815 -0.959871697407407 -0.962471195740741 -0.989056469814815 -0.957908842222222 -0.946433583518518 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2 "WALKING" 0.276426586440678 -0.0185949199145763 -0.105500357966102 -0.423642838474576 -0.0780912533118644 -0.425257524915254 -0.346048161016949 -0.0219048103322034 -0.453806369830508 -0.457651383728814 -0.16921968620339 -0.455222146440678 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
